FID,id,tyyppi,nimi,teksti,kiinnitys,kuvaus_pvm,katselusuunta,x,y,z,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_liikennemerkit.87,87,372,Pysäköinti kielletty,,Other,06.10.2015,172,25496399.945,6671842.794,10.351,Helsinki/MAKA,2018-11-20,POINT (6671842.794 25496399.945)
liikennemerkkipilotti_liikennemerkit.88,88,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Other,06.10.2015,166,25496399.966,6671842.822,10.02,Helsinki/MAKA,2018-11-20,POINT (6671842.822 25496399.966)
liikennemerkkipilotti_liikennemerkit.89,89,Unclassified,Luokittelematon,,Pole,20.10.2015,156,25496176.284,6673464.53,11.024,Helsinki/MAKA,2018-11-20,POINT (6673464.53 25496176.284)
liikennemerkkipilotti_liikennemerkit.90,90,372,Pysäköinti kielletty,,Pole,20.10.2015,36,25496173.102,6673466.073,11.872,Helsinki/MAKA,2018-11-20,POINT (6673466.073 25496173.102)
liikennemerkkipilotti_liikennemerkit.91,91,511,Suojatie,,Wall,20.10.2015,332,25496178.028,6673459.793,12.598,Helsinki/MAKA,2018-11-20,POINT (6673459.793 25496178.028)
liikennemerkkipilotti_liikennemerkit.92,92,372,Pysäköinti kielletty,,Pole,20.10.2015,197,25496198.392,6673365.267,14.548,Helsinki/MAKA,2018-11-20,POINT (6673365.267 25496198.392)
liikennemerkkipilotti_liikennemerkit.93,93,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,197,25496198.472,6673365.318,14.104,Helsinki/MAKA,2018-11-20,POINT (6673365.318 25496198.472)
liikennemerkkipilotti_liikennemerkit.94,94,Unclassified,Luokittelematon,,Pole,20.10.2015,197,25496198.444,6673365.298,13.949,Helsinki/MAKA,2018-11-20,POINT (6673365.298 25496198.444)
liikennemerkkipilotti_liikennemerkit.95,95,511,Suojatie,,Pole,20.10.2015,22,25496195.827,6673366.486,14.608,Helsinki/MAKA,2018-11-20,POINT (6673366.486 25496195.827)
liikennemerkkipilotti_liikennemerkit.96,96,Unclassified,Luokittelematon,,Pole,20.10.2015,201,25496196.465,6673369.991,14.125,Helsinki/MAKA,2018-11-20,POINT (6673369.991 25496196.465)
liikennemerkkipilotti_liikennemerkit.97,97,372,Pysäköinti kielletty,,Pole,20.10.2015,333,25496204.048,6673390.89,13.796,Helsinki/MAKA,2018-11-20,POINT (6673390.89 25496204.048)
liikennemerkkipilotti_liikennemerkit.98,98,Unclassified,Luokittelematon,,Pole,20.10.2015,164,25496176.459,6673425.502,12.612,Helsinki/MAKA,2018-11-20,POINT (6673425.502 25496176.459)
liikennemerkkipilotti_liikennemerkit.99,99,Unclassified,Luokittelematon,,Wall,20.10.2015,74,25496190.344,6673431.855,11.646,Helsinki/MAKA,2018-11-20,POINT (6673431.855 25496190.344)
liikennemerkkipilotti_liikennemerkit.100,100,372,Pysäköinti kielletty,,Pole,20.10.2015,339,25496181.563,6673444.568,12.513,Helsinki/MAKA,2018-11-20,POINT (6673444.568 25496181.563)
liikennemerkkipilotti_liikennemerkit.101,101,851,Voimassaoloaika,,Pole,20.10.2015,339,25496181.653,6673444.614,12.071,Helsinki/MAKA,2018-11-20,POINT (6673444.614 25496181.653)
liikennemerkkipilotti_liikennemerkit.102,102,372,Pysäköinti kielletty,,Wall,20.10.2015,72,25496186.401,6673441.499,11.584,Helsinki/MAKA,2018-11-20,POINT (6673441.499 25496186.401)
liikennemerkkipilotti_liikennemerkit.103,103,511,Suojatie,,Pole,05.10.2015,36,25496160.849,6673450.022,13.319,Helsinki/MAKA,2018-11-20,POINT (6673450.022 25496160.849)
liikennemerkkipilotti_liikennemerkit.104,104,Unclassified,Luokittelematon,,Pole,05.10.2015,324,25496155.563,6673461.699,12.903,Helsinki/MAKA,2018-11-20,POINT (6673461.699 25496155.563)
liikennemerkkipilotti_liikennemerkit.105,105,372,Pysäköinti kielletty,,Pole,20.10.2015,229,25496155.772,6673461.526,12.128,Helsinki/MAKA,2018-11-20,POINT (6673461.526 25496155.772)
liikennemerkkipilotti_liikennemerkit.106,106,677,Pysäköinti,,Pole,21.10.2015,324,25496214.913,6673182.641,17.144,Helsinki/MAKA,2018-11-20,POINT (6673182.641 25496214.913)
liikennemerkkipilotti_liikennemerkit.107,107,851,Voimassaoloaika,8-17,Pole,20.10.2015,160,25496166.929,6673447.957,12.704,Helsinki/MAKA,2018-11-20,POINT (6673447.957 25496166.929)
liikennemerkkipilotti_liikennemerkit.108,108,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,224,25496155.625,6673461.485,11.751,Helsinki/MAKA,2018-11-20,POINT (6673461.485 25496155.625)
liikennemerkkipilotti_liikennemerkit.109,109,Unclassified,Luokittelematon,,Pole,20.10.2015,224,25496155.572,6673461.507,11.574,Helsinki/MAKA,2018-11-20,POINT (6673461.507 25496155.572)
liikennemerkkipilotti_liikennemerkit.110,110,372,Pysäköinti kielletty,,Wall,06.10.2015,338,25496204.748,6673235.542,19.654,Helsinki/MAKA,2018-11-20,POINT (6673235.542 25496204.748)
liikennemerkkipilotti_liikennemerkit.111,111,677,Pysäköinti,,Pole,06.10.2015,143,25496178.991,6673214.687,18.818,Helsinki/MAKA,2018-11-20,POINT (6673214.687 25496178.991)
liikennemerkkipilotti_liikennemerkit.112,112,855b,Maksullinen pysäköinti,9-21,Pole,06.10.2015,143,25496178.987,6673214.702,18.414,Helsinki/MAKA,2018-11-20,POINT (6673214.702 25496178.987)
liikennemerkkipilotti_liikennemerkit.113,113,372,Pysäköinti kielletty,,Pole,20.10.2015,144,25496154.959,6673250.561,20.337,Helsinki/MAKA,2018-11-20,POINT (6673250.561 25496154.959)
liikennemerkkipilotti_liikennemerkit.114,114,Unclassified,Luokittelematon,,Pole,20.10.2015,144,25496154.985,6673250.593,19.736,Helsinki/MAKA,2018-11-20,POINT (6673250.593 25496154.985)
liikennemerkkipilotti_liikennemerkit.115,115,Unclassified,Luokittelematon,,Wall,20.10.2015,242,25496141.402,6673264.811,19.152,Helsinki/MAKA,2018-11-20,POINT (6673264.811 25496141.402)
liikennemerkkipilotti_liikennemerkit.116,116,855a,Maksullinen pysäköinti,9-21,Wall,20.10.2015,242,25496141.526,6673264.852,19.569,Helsinki/MAKA,2018-11-20,POINT (6673264.852 25496141.526)
liikennemerkkipilotti_liikennemerkit.117,117,333,N/A,,Pole,20.10.2015,151,25496113.091,6673322.891,17.702,Helsinki/MAKA,2018-11-20,POINT (6673322.891 25496113.091)
liikennemerkkipilotti_liikennemerkit.118,118,832,N/A,,Pole,20.10.2015,151,25496113.071,6673322.656,17.324,Helsinki/MAKA,2018-11-20,POINT (6673322.656 25496113.071)
liikennemerkkipilotti_liikennemerkit.119,119,372,Pysäköinti kielletty,,Other,20.10.2015,52,25496111.993,6673346.193,14.971,Helsinki/MAKA,2018-11-20,POINT (6673346.193 25496111.993)
liikennemerkkipilotti_liikennemerkit.120,120,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,155,25496101.461,6673337.887,15.788,Helsinki/MAKA,2018-11-20,POINT (6673337.887 25496101.461)
liikennemerkkipilotti_liikennemerkit.121,121,Unclassified,Luokittelematon,,Pole,21.10.2015,148,25496164.757,6673491.013,11.826,Helsinki/MAKA,2018-11-20,POINT (6673491.013 25496164.757)
liikennemerkkipilotti_liikennemerkit.122,122,372,Pysäköinti kielletty,,Pole,21.10.2015,191,25496166.111,6673484.612,11.387,Helsinki/MAKA,2018-11-20,POINT (6673484.612 25496166.111)
liikennemerkkipilotti_liikennemerkit.123,123,417,Liikenteen jakaja,,Pole,08.10.2015,201,25496176.761,6673490.22,10.347,Helsinki/MAKA,2018-11-20,POINT (6673490.22 25496176.761)
liikennemerkkipilotti_liikennemerkit.124,124,372,Pysäköinti kielletty,,Pole,05.10.2015,225,25496127.886,6673438.731,14.695,Helsinki/MAKA,2018-11-20,POINT (6673438.731 25496127.886)
liikennemerkkipilotti_liikennemerkit.125,125,855a,Maksullinen pysäköinti,9-21,Wall,05.10.2015,225,25496119.045,6673429.568,15.445,Helsinki/MAKA,2018-11-20,POINT (6673429.568 25496119.045)
liikennemerkkipilotti_liikennemerkit.126,126,Unclassified,Luokittelematon,,Wall,05.10.2015,225,25496119.208,6673429.546,15.243,Helsinki/MAKA,2018-11-20,POINT (6673429.546 25496119.208)
liikennemerkkipilotti_liikennemerkit.127,127,Unclassified,Luokittelematon,,Wall,05.10.2015,38,25496119.003,6673429.756,15.136,Helsinki/MAKA,2018-11-20,POINT (6673429.756 25496119.003)
liikennemerkkipilotti_liikennemerkit.128,128,346,N/A,4 t,Wall,05.10.2015,314,25496109.466,6673421.153,14.784,Helsinki/MAKA,2018-11-20,POINT (6673421.153 25496109.466)
liikennemerkkipilotti_liikennemerkit.129,129,372,Pysäköinti kielletty,,Other,05.10.2015,314,25496091.532,6673405.35,14.053,Helsinki/MAKA,2018-11-20,POINT (6673405.35 25496091.532)
liikennemerkkipilotti_liikennemerkit.130,130,871,Tekstillinen lisäkilpi,unreadable,Other,05.10.2015,314,25496091.455,6673405.404,13.784,Helsinki/MAKA,2018-11-20,POINT (6673405.404 25496091.455)
liikennemerkkipilotti_liikennemerkit.131,131,372,Pysäköinti kielletty,,Wall,20.10.2015,47,25496090.054,6673380.088,14.08,Helsinki/MAKA,2018-11-20,POINT (6673380.088 25496090.054)
liikennemerkkipilotti_liikennemerkit.132,132,851,Voimassaoloaika,8-17,Wall,20.10.2015,47,25496090.012,6673380.09,13.652,Helsinki/MAKA,2018-11-20,POINT (6673380.09 25496090.012)
liikennemerkkipilotti_liikennemerkit.133,133,372,Pysäköinti kielletty,,Wall,20.10.2015,47,25496099.57,6673387.946,14.283,Helsinki/MAKA,2018-11-20,POINT (6673387.946 25496099.57)
liikennemerkkipilotti_liikennemerkit.134,134,855a,Maksullinen pysäköinti,9-21,Wall,20.10.2015,47,25496099.615,6673387.927,13.842,Helsinki/MAKA,2018-11-20,POINT (6673387.927 25496099.615)
liikennemerkkipilotti_liikennemerkit.135,135,851,Voimassaoloaika,,Pole,05.10.2015,225,25496127.821,6673438.728,14.291,Helsinki/MAKA,2018-11-20,POINT (6673438.728 25496127.821)
liikennemerkkipilotti_liikennemerkit.136,136,372,Pysäköinti kielletty,,Wall,05.10.2015,225,25496119.043,6673429.546,15.868,Helsinki/MAKA,2018-11-20,POINT (6673429.546 25496119.043)
liikennemerkkipilotti_liikennemerkit.137,137,Unclassified,Luokittelematon,,Wall,20.10.2015,47,25496099.571,6673387.898,13.45,Helsinki/MAKA,2018-11-20,POINT (6673387.898 25496099.571)
liikennemerkkipilotti_liikennemerkit.138,138,Unclassified,Luokittelematon,,Pole,20.10.2015,226,25496078.982,6673392.571,13.313,Helsinki/MAKA,2018-11-20,POINT (6673392.571 25496078.982)
liikennemerkkipilotti_liikennemerkit.139,139,855a,Maksullinen pysäköinti,9-21,Pole,21.10.2015,62,25496166.049,6673262.4,18.737,Helsinki/MAKA,2018-11-20,POINT (6673262.4 25496166.049)
liikennemerkkipilotti_liikennemerkit.140,140,Unclassified,Luokittelematon,,Pole,21.10.2015,62,25496166.011,6673262.398,18.54,Helsinki/MAKA,2018-11-20,POINT (6673262.398 25496166.011)
liikennemerkkipilotti_liikennemerkit.141,141,Unclassified,Luokittelematon,,Pole,21.10.2015,62,25496166.082,6673262.389,18.315,Helsinki/MAKA,2018-11-20,POINT (6673262.389 25496166.082)
liikennemerkkipilotti_liikennemerkit.142,142,Unclassified,Luokittelematon,,Pole,21.10.2015,333,25496154.214,6673273.416,18.748,Helsinki/MAKA,2018-11-20,POINT (6673273.416 25496154.214)
liikennemerkkipilotti_liikennemerkit.143,143,855a,Maksullinen pysäköinti,9-21,Pole,21.10.2015,333,25496154.241,6673273.428,18.955,Helsinki/MAKA,2018-11-20,POINT (6673273.428 25496154.241)
liikennemerkkipilotti_liikennemerkit.144,144,Unclassified,Luokittelematon,,Other,21.10.2015,124,25496189.591,6673274.322,16.994,Helsinki/MAKA,2018-11-20,POINT (6673274.322 25496189.591)
liikennemerkkipilotti_liikennemerkit.145,145,376,Taksin pysäyttämispaikka,,Pole,21.10.2015,14,25496184.114,6673281.411,18.684,Helsinki/MAKA,2018-11-20,POINT (6673281.411 25496184.114)
liikennemerkkipilotti_liikennemerkit.146,146,372,Pysäköinti kielletty,,Pole,21.10.2015,14,25496187.075,6673291.477,18.418,Helsinki/MAKA,2018-11-20,POINT (6673291.477 25496187.075)
liikennemerkkipilotti_liikennemerkit.147,147,Unclassified,Luokittelematon,,Pole,21.10.2015,14,25496187.09,6673291.501,17.813,Helsinki/MAKA,2018-11-20,POINT (6673291.501 25496187.09)
liikennemerkkipilotti_liikennemerkit.148,148,422,N/A,,Pole,21.10.2015,141,25496213.868,6673163.085,15.629,Helsinki/MAKA,2018-11-20,POINT (6673163.085 25496213.868)
liikennemerkkipilotti_liikennemerkit.149,149,374,Pysäköintikieltoalue päätty,,Pole,21.10.2015,324,25496204.88,6673175.202,16.518,Helsinki/MAKA,2018-11-20,POINT (6673175.202 25496204.88)
liikennemerkkipilotti_liikennemerkit.150,150,Unclassified,Luokittelematon,,Wall,20.10.2015,47,25496099.614,6673387.901,13.662,Helsinki/MAKA,2018-11-20,POINT (6673387.901 25496099.614)
liikennemerkkipilotti_liikennemerkit.151,151,511,Suojatie,,Wall,20.10.2015,226,25496079.312,6673392.131,14.48,Helsinki/MAKA,2018-11-20,POINT (6673392.131 25496079.312)
liikennemerkkipilotti_liikennemerkit.152,152,372,Pysäköinti kielletty,,Pole,21.10.2015,62,25496166.055,6673262.412,19.13,Helsinki/MAKA,2018-11-20,POINT (6673262.412 25496166.055)
liikennemerkkipilotti_liikennemerkit.153,153,372,Pysäköinti kielletty,,Pole,21.10.2015,333,25496154.224,6673273.404,19.323,Helsinki/MAKA,2018-11-20,POINT (6673273.404 25496154.224)
liikennemerkkipilotti_liikennemerkit.154,154,Unclassified,Luokittelematon,,Pole,20.10.2015,53,25496154.126,6673273.451,18.511,Helsinki/MAKA,2018-11-20,POINT (6673273.451 25496154.126)
liikennemerkkipilotti_liikennemerkit.155,155,511,Suojatie,,Pole,21.10.2015,232,25496158.432,6673272.663,18.931,Helsinki/MAKA,2018-11-20,POINT (6673272.663 25496158.432)
liikennemerkkipilotti_liikennemerkit.156,156,855a,Maksullinen pysäköinti,9-21,Pole,21.10.2015,14,25496187.081,6673291.476,18.002,Helsinki/MAKA,2018-11-20,POINT (6673291.476 25496187.081)
liikennemerkkipilotti_liikennemerkit.157,157,Unclassified,Luokittelematon,,Pole,21.10.2015,108,25496187.011,6673291.565,17.614,Helsinki/MAKA,2018-11-20,POINT (6673291.565 25496187.011)
liikennemerkkipilotti_liikennemerkit.158,158,855b,Maksullinen pysäköinti,9-21,Pole,21.10.2015,324,25496214.933,6673182.546,16.703,Helsinki/MAKA,2018-11-20,POINT (6673182.546 25496214.933)
liikennemerkkipilotti_liikennemerkit.159,159,Unclassified,Luokittelematon,,Pole,21.10.2015,324,25496214.924,6673182.544,16.504,Helsinki/MAKA,2018-11-20,POINT (6673182.544 25496214.924)
liikennemerkkipilotti_liikennemerkit.160,160,521c,N/A,,Pole,21.10.2015,324,25496214.952,6673182.449,16.101,Helsinki/MAKA,2018-11-20,POINT (6673182.449 25496214.952)
liikennemerkkipilotti_liikennemerkit.161,161,373,Pysäköintikieltoalue,,Pole,21.10.2015,148,25496204.938,6673175.323,16.55,Helsinki/MAKA,2018-11-20,POINT (6673175.323 25496204.938)
liikennemerkkipilotti_liikennemerkit.162,162,372,Pysäköinti kielletty,,Pole,06.10.2015,148,25496187.392,6673201.294,18.369,Helsinki/MAKA,2018-11-20,POINT (6673201.294 25496187.392)
liikennemerkkipilotti_liikennemerkit.163,163,855a,Maksullinen pysäköinti,9-21,Pole,06.10.2015,148,25496187.448,6673201.36,17.99,Helsinki/MAKA,2018-11-20,POINT (6673201.36 25496187.448)
liikennemerkkipilotti_liikennemerkit.164,164,Unclassified,Luokittelematon,,Pole,06.10.2015,148,25496187.448,6673201.312,17.801,Helsinki/MAKA,2018-11-20,POINT (6673201.312 25496187.448)
liikennemerkkipilotti_liikennemerkit.165,165,511,Suojatie,,Pole,06.10.2015,60,25496196.09,6673210.709,18.173,Helsinki/MAKA,2018-11-20,POINT (6673210.709 25496196.09)
liikennemerkkipilotti_liikennemerkit.166,166,372,Pysäköinti kielletty,,Wall,06.10.2015,60,25496200.61,6673211.568,19.284,Helsinki/MAKA,2018-11-20,POINT (6673211.568 25496200.61)
liikennemerkkipilotti_liikennemerkit.167,167,Unclassified,Luokittelematon,,Wall,06.10.2015,60,25496200.627,6673211.54,18.445,Helsinki/MAKA,2018-11-20,POINT (6673211.54 25496200.627)
liikennemerkkipilotti_liikennemerkit.168,168,511,Suojatie,,Wall,06.10.2015,232,25496190.878,6673225.819,19.409,Helsinki/MAKA,2018-11-20,POINT (6673225.819 25496190.878)
liikennemerkkipilotti_liikennemerkit.169,169,Unclassified,Luokittelematon,,Pole,20.10.2015,153,25496136.61,6673273.544,19.93,Helsinki/MAKA,2018-11-20,POINT (6673273.544 25496136.61)
liikennemerkkipilotti_liikennemerkit.170,170,832,N/A,,Pole,20.10.2015,330,25496140.886,6673293.737,18.526,Helsinki/MAKA,2018-11-20,POINT (6673293.737 25496140.886)
liikennemerkkipilotti_liikennemerkit.171,171,511,Suojatie,,Pole,20.10.2015,330,25496140.883,6673293.849,19.433,Helsinki/MAKA,2018-11-20,POINT (6673293.849 25496140.883)
liikennemerkkipilotti_liikennemerkit.172,172,Unclassified,Luokittelematon,,Pole,20.10.2015,75,25496141.199,6673300.443,18.909,Helsinki/MAKA,2018-11-20,POINT (6673300.443 25496141.199)
liikennemerkkipilotti_liikennemerkit.173,173,677,Pysäköinti,,Pole,20.10.2015,75,25496141.255,6673300.461,19.545,Helsinki/MAKA,2018-11-20,POINT (6673300.461 25496141.255)
liikennemerkkipilotti_liikennemerkit.174,174,855b,Maksullinen pysäköinti,9-21,Pole,20.10.2015,75,25496141.232,6673300.421,19.098,Helsinki/MAKA,2018-11-20,POINT (6673300.421 25496141.232)
liikennemerkkipilotti_liikennemerkit.175,175,Unclassified,Luokittelematon,,Wall,20.10.2015,232,25496128.531,6673286.077,19.082,Helsinki/MAKA,2018-11-20,POINT (6673286.077 25496128.531)
liikennemerkkipilotti_liikennemerkit.176,176,Unclassified,Luokittelematon,,Wall,20.10.2015,151,25496128.446,6673286.149,19.437,Helsinki/MAKA,2018-11-20,POINT (6673286.149 25496128.446)
liikennemerkkipilotti_liikennemerkit.177,177,855a,Maksullinen pysäköinti,9-21,Wall,20.10.2015,151,25496128.431,6673286.131,19.662,Helsinki/MAKA,2018-11-20,POINT (6673286.131 25496128.431)
liikennemerkkipilotti_liikennemerkit.178,178,855a,Maksullinen pysäköinti,9-21,Wall,06.10.2015,60,25496200.67,6673211.55,18.86,Helsinki/MAKA,2018-11-20,POINT (6673211.55 25496200.67)
liikennemerkkipilotti_liikennemerkit.179,179,Unclassified,Luokittelematon,,Wall,06.10.2015,60,25496200.68,6673211.53,18.664,Helsinki/MAKA,2018-11-20,POINT (6673211.53 25496200.68)
liikennemerkkipilotti_liikennemerkit.180,180,Unclassified,Luokittelematon,,Pole,06.10.2015,338,25496205.421,6673231.763,18.768,Helsinki/MAKA,2018-11-20,POINT (6673231.763 25496205.421)
liikennemerkkipilotti_liikennemerkit.181,181,372,Pysäköinti kielletty,,Pole,06.10.2015,241,25496205.564,6673231.81,19.569,Helsinki/MAKA,2018-11-20,POINT (6673231.8100000005 25496205.564)
liikennemerkkipilotti_liikennemerkit.182,182,855a,Maksullinen pysäköinti,9-21,Pole,06.10.2015,241,25496205.54,6673231.813,19.152,Helsinki/MAKA,2018-11-20,POINT (6673231.813 25496205.54)
liikennemerkkipilotti_liikennemerkit.183,183,Unclassified,Luokittelematon,,Pole,06.10.2015,241,25496205.494,6673231.817,18.97,Helsinki/MAKA,2018-11-20,POINT (6673231.817 25496205.494)
liikennemerkkipilotti_liikennemerkit.184,184,373,Pysäköintikieltoalue,,Wall,06.10.2015,80,25496220.914,6673225.087,20.258,Helsinki/MAKA,2018-11-20,POINT (6673225.087 25496220.914)
liikennemerkkipilotti_liikennemerkit.185,185,511,Suojatie,,Pole,21.10.2015,156,25496265.895,6673193.827,15.02,Helsinki/MAKA,2018-11-20,POINT (6673193.827 25496265.895)
liikennemerkkipilotti_liikennemerkit.186,186,Unclassified,Luokittelematon,,Wall,21.10.2015,80,25496275.373,6673206.071,14.968,Helsinki/MAKA,2018-11-20,POINT (6673206.071 25496275.373)
liikennemerkkipilotti_liikennemerkit.187,187,372,Pysäköinti kielletty,,Pole,06.10.2015,329,25496186.536,6673224.567,19.189,Helsinki/MAKA,2018-11-20,POINT (6673224.567 25496186.536)
liikennemerkkipilotti_liikennemerkit.188,188,855a,Maksullinen pysäköinti,9-21,Pole,06.10.2015,329,25496186.593,6673224.565,18.761,Helsinki/MAKA,2018-11-20,POINT (6673224.565 25496186.593)
liikennemerkkipilotti_liikennemerkit.189,189,Unclassified,Luokittelematon,,Pole,06.10.2015,329,25496186.596,6673224.683,18.6,Helsinki/MAKA,2018-11-20,POINT (6673224.683 25496186.596)
liikennemerkkipilotti_liikennemerkit.190,190,511,Suojatie,,Pole,06.10.2015,143,25496177.105,6673217.524,18.492,Helsinki/MAKA,2018-11-20,POINT (6673217.524 25496177.105)
liikennemerkkipilotti_liikennemerkit.191,191,Unclassified,Luokittelematon,,Pole,06.10.2015,143,25496178.959,6673214.683,18.218,Helsinki/MAKA,2018-11-20,POINT (6673214.683 25496178.959)
liikennemerkkipilotti_liikennemerkit.192,192,372,Pysäköinti kielletty,,Pole,20.10.2015,330,25496170.996,6673248.073,19.06,Helsinki/MAKA,2018-11-20,POINT (6673248.073 25496170.996)
liikennemerkkipilotti_liikennemerkit.193,193,511,Suojatie,,Pole,20.10.2015,330,25496165.321,6673257.221,18.911,Helsinki/MAKA,2018-11-20,POINT (6673257.221 25496165.321)
liikennemerkkipilotti_liikennemerkit.194,194,855a,Maksullinen pysäköinti,9-21,Pole,20.10.2015,144,25496154.964,6673250.538,19.95,Helsinki/MAKA,2018-11-20,POINT (6673250.538 25496154.964)
liikennemerkkipilotti_liikennemerkit.195,195,Unclassified,Luokittelematon,,Wall,20.10.2015,242,25496141.526,6673264.838,19.369,Helsinki/MAKA,2018-11-20,POINT (6673264.838 25496141.526)
liikennemerkkipilotti_liikennemerkit.196,196,372,Pysäköinti kielletty,,Wall,20.10.2015,242,25496141.571,6673264.829,20.008,Helsinki/MAKA,2018-11-20,POINT (6673264.829 25496141.571)
liikennemerkkipilotti_liikennemerkit.197,197,511,Suojatie,,Wall,20.10.2015,153,25496141.749,6673266.119,19.639,Helsinki/MAKA,2018-11-20,POINT (6673266.119 25496141.749)
liikennemerkkipilotti_liikennemerkit.198,198,333,N/A,,Wall,20.10.2015,153,25496139.493,6673269.665,19.822,Helsinki/MAKA,2018-11-20,POINT (6673269.665 25496139.493)
liikennemerkkipilotti_liikennemerkit.199,199,832,N/A,,Wall,20.10.2015,153,25496139.485,6673269.67,19.372,Helsinki/MAKA,2018-11-20,POINT (6673269.67 25496139.485)
