FID,alue_id,liikennemerkki_idt,liikennemerkkityypit,liikennemerkkien_nimet,liikennemerkkien_tekstit,pyspaikkojen_lukumaara_arvio,pysakointisuunta,pyspaikan_vaatima_noin_pituus,aluepysakointitunnus,lisatieto,keskilinjan_noin_pituus,ylre_katualue_nro,ylre_viheralue_nro,ylre_osa_nro,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_pysakointipaikat.4207,4207,"19518, 19513, 19509, 19511, 4216","372, 855a, Unclassified, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text, no_text",6,Pitkittäin,5.4,B,,43.06,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671640.86489 25496327.530842, 6671641.66160904 25496336.496684, 6671643.90824855 25496336.4509136, 6671643.28333074 25496327.3212116, 6671640.86489 25496327.530842)), ((6671642.0447032 25496340.8078171, 6671643.38377094 25496355.8769559, 6671645.76672064 25496355.7959185, 6671644.35878724 25496340.6183964, 6671642.0447032 25496340.8078171)), ((6671644.02185727 25496363.0576318, 6671645.76663928 25496382.6924581, 6671648.01941407 25496382.462177, 6671646.16094199 25496362.8637441, 6671644.02185727 25496363.0576318)))"
liikennemerkkipilotti_pysakointipaikat.2725,2725,"10808, 10850, 10884","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,125.18,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6670677.9471593 25493538.5226107, 6670690.46791646 25493535.8200798, 6670704.26200899 25493532.8895128, 6670717.4810904 25493530.0978342, 6670734.12104309 25493526.584757, 6670733.63080337 25493524.1438636, 6670676.51897411 25493536.8854958, 6670677.9471593 25493538.5226107)), ((6670756.65321861 25493521.828292, 6670783.33655236 25493516.1955317, 6670782.84958614 25493513.8265243, 6670756.18236477 25493519.6899303, 6670756.65321861 25493521.828292)), ((6670790.45027698 25493514.6938488, 6670813.14719142 25493509.7985644, 6670812.61764719 25493507.3429504, 6670789.84057017 25493512.0223994, 6670790.45027698 25493514.6938488)), ((6670827.92039858 25493506.6087366, 6670837.86632583 25493504.4612141, 6670837.48074364 25493502.4943647, 6670827.50167772 25493504.636763, 6670827.92039858 25493506.6087366)), ((6670841.11644018 25493503.7594501, 6670849.02947179 25493502.05087, 6670848.61557709 25493499.7599879, 6670840.66615169 25493501.451355, 6670841.11644018 25493503.7594501)))"
liikennemerkkipilotti_pysakointipaikat.3678,3678,"2301, 2330, 2332","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-21, no_text",8,Pitkittäin,5.4,A/B,,47.35,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672364.43344014 25496302.5881413, 6672339.56129836 25496319.7879504, 6672341.45904716 25496322.5322295, 6672366.25330765 25496305.3862776, 6672364.43344014 25496302.5881413)), ((6672332.0529555 25496324.9801878, 6672316.32877755 25496335.8702361, 6672317.81146781 25496338.0110976, 6672333.48528423 25496327.1559281, 6672332.0529555 25496324.9801878)))"
liikennemerkkipilotti_pysakointipaikat.2774,2774,"12790, 12791","372, 856a","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus","no_text, 60 min 8-17",,,,,,110.03,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671188.7187877 25493604.5094898, 6671158.28933258 25493610.2280113, 6671136.16493179 25493614.3857874, 6671118.40101947 25493617.7241091, 6671118.83349518 25493620.162422, 6671189.02523006 25493606.9133796, 6671188.7187877 25493604.5094898)), ((6671112.68608474 25493618.7981008, 6671089.32272346 25493623.1887112, 6671089.96749658 25493626.1949646, 6671113.19560483 25493621.6282734, 6671112.68608474 25493618.7981008)), ((6671084.2751503 25493624.1372872, 6671067.86897142 25493627.220454, 6671068.31799763 25493629.5213199, 6671084.66787965 25493626.589617, 6671084.2751503 25493624.1372872)))"
liikennemerkkipilotti_pysakointipaikat.2989,2989,"17317, 17311, 17365, 17320, 17241, 17312, 17389, 17279, 17329, 17134","677, 677, 831, 834, 831, 834, 856b, 856b, 521a, 521a","Pysäköinti, Pysäköinti, N/A, N/A, N/A, N/A, Pysäköintikiekon käyttövelvollisuus, Pysäköintikiekon käyttövelvollisuus, Ajoneuvojen sijoitus pysäköintipaikalla, Ajoneuvojen sijoitus pysäköintipaikalla","no_text, no_text, no_text, no_text, no_text, no_text, 4h 6-24 (6-24), 4h 6-24 (6-24), no_text, no_text",12,Poikittain,3.5,N,,42.15,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671855.709273 25492800.917165, 6671856.49506875 25492794.4084814, 6671829.96879465 25492790.1236847, 6671811.42690568 25492786.488656, 6671810.346479 25492791.674244, 6671855.709273 25492800.917165))"
liikennemerkkipilotti_pysakointipaikat.4530,4530,"6344, 6349, 6379","677, 856b, 814","Pysäköinti, Pysäköintikiekon käyttövelvollisuus, N/A","no_text, 4h 9-21 (9-21) 9-21, 15 m",2,Pitkittäin,5.4,,"Moottorikäyttöisillä ajoneuvoilla ajo kielletty 22-6 (22-6) 22-6, Ei koske huoltoajoa, tontilleajoa, asukaspysäköintitunnuksella F, Gäller ej servicekörning, tomtinfart, med boendeparkeringstecknet F",14.74,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673429.41084978 25495261.7348013, 6673431.39193294 25495246.8661998, 6673429.14410037 25495246.5667, 6673427.16058732 25495261.4535385, 6673429.41084978 25495261.7348013))"
liikennemerkkipilotti_pysakointipaikat.3356,3356,"1835, 1836, 1837","677, 856b, 845","Pysäköinti, Pysäköintikiekon käyttövelvollisuus, N/A","no_text, 2h 8-20, no_text",14,Pitkittäin,5.4,,,78.34,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671927.33712119 25495512.996317, 6671926.21077447 25495510.7436236, 6671917.91804675 25495498.790269, 6671914.34189592 25495493.5949948, 6671910.80798309 25495488.5686725, 6671905.85205752 25495481.5853229, 6671899.40372256 25495472.3211211, 6671894.78570101 25495465.7038342, 6671891.20955018 25495460.5507979, 6671889.27364175 25495457.6997328, 6671889.02725341 25495457.3266304, 6671887.96426369 25495456.0524507, 6671887.387011 25495455.3132857, 6671886.5985683 25495454.609319, 6671885.98611727 25495454.081344, 6671884.93016722 25495453.2999409, 6671883.59263049 25495452.4551809, 6671881.88199141 25495451.4062705, 6671881.17802471 25495450.9627715, 6671879.78417065 25495449.8927421, 6671884.4655492 25495456.5241084, 6671892.91314959 25495468.3507489, 6671900.58638661 25495479.3467088, 6671908.92135233 25495491.3423013, 6671914.94730728 25495499.9025364, 6671921.22669024 25495508.7161995, 6671922.39527496 25495510.3212436, 6671923.11332099 25495511.4898283, 6671923.60609768 25495512.2641916, 6671924.05663637 25495513.3483004, 6671924.40861972 25495514.1226637, 6671927.33712119 25495512.996317))"
liikennemerkkipilotti_pysakointipaikat.3717,3717,"18365, 18367, 18372, 18373","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, unreadable, 60min, no_text",1,Pitkittäin,5.4,C,,6.87,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672436.7300768 25497157.5622861, 6672436.41024884 25497150.6306606, 6672434.37192009 25497150.7550763, 6672434.70063995 25497157.621669, 6672436.7300768 25497157.5622861))"
liikennemerkkipilotti_pysakointipaikat.3360,3360,"15817, 15808, 15809","372, 855a, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","no_text, 9-19, no_text",13,Pitkittäin,5.4,B,,89.17,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671574.46362547 25496114.4661373, 6671575.76483171 25496118.4941287, 6671577.71170815 25496117.8652078, 6671576.40488028 25496113.8198142, 6671574.46362547 25496114.4661373)), ((6671579.62967922 25496130.7061489, 6671587.12897073 25496154.1500199, 6671589.32444972 25496153.4477239, 6671581.82273689 25496129.9962835, 6671579.62967922 25496130.7061489)), ((6671588.02843064 25496156.9483044, 6671592.46241171 25496170.8216597, 6671594.5970824 25496170.1394103, 6671590.15772323 25496156.2492275, 6671588.02843064 25496156.9483044)), ((6671593.9539284 25496175.5568175, 6671599.07567081 25496191.5021804, 6671601.14904591 25496190.8362004, 6671596.06038655 25496174.9938339, 6671593.9539284 25496175.5568175)), ((6671599.90019387 25496194.0630283, 6671604.71950653 25496209.031108, 6671606.67357034 25496208.4019528, 6671601.84781827 25496193.4138733, 6671599.90019387 25496194.0630283)), ((6671605.64469132 25496211.9045965, 6671607.59572263 25496217.9642142, 6671609.58271746 25496217.3244561, 6671607.63959123 25496211.2893905, 6671605.64469132 25496211.9045965)), ((6671608.466895 25496220.669948, 6671610.96377953 25496228.4804515, 6671613.16081866 25496227.7780957, 6671610.67806003 25496220.0117793, 6671608.466895 25496220.669948)))"
liikennemerkkipilotti_pysakointipaikat.4108,4108,"72, 73, 74, 71","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",18,Pitkittäin,5.4,B,,106.38,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671817.96954075 25496533.7357576, 6671821.94396915 25496539.3245571, 6671823.77423903 25496538.0229758, 6671819.81431713 25496532.4545753, 6671817.96954075 25496533.7357576)), ((6671823.9713826 25496542.1754845, 6671867.40654227 25496603.4791844, 6671869.24095508 25496602.1794584, 6671825.71468831 25496540.886363, 6671823.9713826 25496542.1754845)), ((6671869.46521862 25496606.3809472, 6671883.95918813 25496626.810609, 6671885.78244203 25496625.5170885, 6671871.27114134 25496605.0629979, 6671869.46521862 25496606.3809472)))"
liikennemerkkipilotti_pysakointipaikat.3300,3300,"1858, 1842","677, 856b","Pysäköinti, Pysäköintikiekon käyttövelvollisuus","no_text, 2h 8-20",18,Pitkittäin,5.4,,,101.13,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671742.67824598 25495138.6211266, 6671744.17065539 25495140.6907887, 6671827.25280524 25495082.4797823, 6671826.04789705 25495080.7600669, 6671802.17751141 25495097.2138053, 6671778.20040563 25495113.8063004, 6671742.67824598 25495138.6211266))"
liikennemerkkipilotti_pysakointipaikat.4263,4263,"18296, 18298, 18300, 18301, 18303","372, 855a, Unclassified, 825, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, N/A, Luokittelematon","no_text, 9-21, no_text, no_text, no_text",14,Pitkittäin,5.4,B,,76.61,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671548.90281876 25496555.8079564, 6671550.9578401 25496555.6465744, 6671546.28271319 25496523.0667838, 6671545.55222461 25496519.7795852, 6671544.67563832 25496516.2732401, 6671543.1416123 25496513.7895789, 6671540.95014657 25496511.671162, 6671538.39343654 25496509.9910383, 6671535.10623794 25496508.8953054, 6671532.69562563 25496508.5300611, 6671529.91976903 25496508.4570123, 6671527.87440101 25496508.6761588, 6671525.24464212 25496509.5162207, 6671522.90707867 25496510.904149, 6671520.67908851 25496512.5477483, 6671518.74329377 25496514.7026896, 6671517.46493876 25496516.8211065, 6671516.69792575 25496518.5742791, 6671516.33268146 25496519.5604387, 6671516.0039616 25496521.0214158, 6671515.89438832 25496523.2128816, 6671518.00728229 25496523.4132758, 6671518.10205317 25496522.0657027, 6671518.33447854 25496520.7349473, 6671518.70213745 25496519.4350514, 6671518.9856015 25496518.722105, 6671519.38514701 25496517.8275757, 6671520.14384673 25496516.5020123, 6671520.89346282 25496515.4621755, 6671521.91356869 25496514.3285489, 6671522.83458396 25496513.4980707, 6671524.18863867 25496512.5241203, 6671525.77402545 25496511.6600563, 6671527.03335123 25496511.1711471, 6671528.33619011 25496510.8139756, 6671529.66878031 25496510.5923588, 6671531.01708591 25496510.508573, 6671532.36686348 25496510.563556, 6671533.70388945 25496510.7566854, 6671535.014048 25496511.085951, 6671536.16605829 25496511.4849487, 6671537.27290167 25496511.9960501, 6671538.32368713 25496512.6142175, 6671539.30810986 25496513.3334004, 6671540.2164861 25496514.1465209, 6671540.64336299 25496514.6126245, 6671541.21994187 25496515.2862493, 6671541.77025476 25496516.0217964, 6671542.40031673 25496517.0654579, 6671542.92397256 25496518.1664106, 6671543.33604559 25496519.3138024, 6671543.632536 25496520.496407, 6671548.58729177 25496552.4603236, 6671548.902612 25496554.484359, 6671548.90281876 25496555.8079564))"
liikennemerkkipilotti_pysakointipaikat.4261,4261,"16529, 16521, 16528, 16527","872, 372, 855a, Unclassified","Tekstillinen lisäkilpi ""Huoltoajo sallittu"", Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon","unreadable, no_text, 9-21, no_text",5,Pitkittäin,5.4,F/H,,31.52,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673842.83741406 25495838.4299559, 6673835.93498314 25495807.2431763, 6673833.54034943 25495807.8317597, 6673840.58001642 25495838.9189291, 6673842.83741406 25495838.4299559))"
liikennemerkkipilotti_pysakointipaikat.4174,4174,"7517, 7518, 7523, 7536","521, 856b, 521a, 826","Pysäköintipaikka, Pysäköintikiekon käyttövelvollisuus, Ajoneuvojen sijoitus pysäköintipaikalla, Vaikutusalue nuolen suuntaan","no_text, no_text, no_text, no_text",11,Poikittain,3.5,,,41.58,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6671402.773773 25497720.351119, 6671398.09745538 25497722.9508419, 6671398.2720305 25497725.1861824, 6671398.16245721 25497728.4003322, 6671396.55538234 25497732.4545438, 6671393.8525746 25497737.239244, 6671390.01750956 25497742.5718106, 6671386.1459201 25497746.2607779, 6671383.04134363 25497748.9635857, 6671377.562026 25497753.390166, 6671380.235716 25497757.492731, 6671381.76013817 25497756.3963464, 6671383.38011189 25497755.2312399, 6671384.70833583 25497754.2759637, 6671385.42675089 25497753.65174, 6671386.3240722 25497752.8720663, 6671387.47284885 25497751.8739056, 6671388.8670419 25497750.662505, 6671390.47386707 25497748.9839982, 6671391.49590205 25497747.9163694, 6671393.32813669 25497745.8635668, 6671395.65687694 25497742.9345974, 6671397.37255737 25497740.4358439, 6671399.46162532 25497737.1258371, 6671400.93521554 25497734.349916, 6671401.707196 25497732.895674, 6671402.15467595 25497731.8103135, 6671402.56104804 25497730.6803609, 6671402.93060703 25497729.4372986, 6671403.08175314 25497728.6380244, 6671403.31061137 25497727.1769819, 6671403.42745626 25497725.8027097, 6671403.39576015 25497723.9663959, 6671403.2351673 25497722.6270829, 6671402.773773 25497720.351119))"
liikennemerkkipilotti_pysakointipaikat.3122,3122,"4973, 4979, 4974","521, 855b, Unclassified","Pysäköintipaikka, Maksullinen pysäköinti, Luokittelematon","no_text, 9 -19, 4h",6,Pitkittäin,5.4,,,33.33,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672550.734177 25494414.416389, 6672548.046008 25494414.050678, 6672524.022183 25494432.320937, 6672523.640929 25494435.123524, 6672530.001538 25494430.286243, 6672534.77729 25494426.654256, 6672539.553042 25494423.022269, 6672544.328793 25494419.390282, 6672550.013094 25494415.067339, 6672550.38347379 25494414.752747, 6672550.734177 25494414.416389))"
liikennemerkkipilotti_pysakointipaikat.3161,3161,"11089, 11085, 11090, 11084","372, 855a, Unclassified, Unclassified","Pysäköinti kielletty, Maksullinen pysäköinti, Luokittelematon, Luokittelematon","no_text, 9-21, no_text, no_text",4,Pitkittäin,5.4,E,,22.85,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6673194.28259883 25497690.2355997, 6673171.60939489 25497691.3602905, 6673171.71425272 25497693.2356634, 6673194.28259883 25497691.9573004, 6673194.28259883 25497690.2355997))"
liikennemerkkipilotti_pysakointipaikat.3173,3173,"2105, 2106","371, 872","Pysäyttäminen kielletty, Tekstillinen lisäkilpi ""Huoltoajo sallittu""","no_text, Ei koske City Car Clubin autoja, Gäller ej City Car Clubs bilar",3,Pitkittäin,5.4,,,17.56,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672066.55649456 25494945.8013275, 6672062.87821634 25494928.562081, 6672060.80082648 25494928.8592364, 6672064.42317043 25494946.2662199, 6672066.55649456 25494945.8013275))"
liikennemerkkipilotti_pysakointipaikat.4454,4454,"5257, 5261, 5262, 5254","677, 855b, Unclassified, 845","Pysäköinti, Maksullinen pysäköinti, Luokittelematon, N/A","no_text, 9-21, no_text, no_text",16,Pitkittäin,5.4,A/F,,86.95,,,,Helsinki/MAKA,2018-11-20,"POLYGON ((6672922.96157689 25495722.911444, 6672924.91618988 25495723.1492178, 6672936.55478882 25495637.5657875, 6672934.5808875 25495637.2368525, 6672923.283132 25495720.312148, 6672923.01348 25495722.293856, 6672922.96157689 25495722.911444))"
liikennemerkkipilotti_pysakointipaikat.2772,2772,"11122, 11179, 11123","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4h 8-20, no_text",,,,N,,137.46,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6671065.50259486 25493445.4226722, 6671007.79409661 25493457.6711172, 6671008.40131792 25493460.7510723, 6671066.02055732 25493448.1785768, 6671065.50259486 25493445.4226722)), ((6670996.49241355 25493460.0698634, 6670936.41516467 25493472.8217895, 6670936.91286827 25493475.522345, 6670996.95640051 25493462.5551972, 6670996.49241355 25493460.0698634)), ((6670931.41095276 25493473.8839795, 6670926.06498638 25493475.0187108, 6670926.53915002 25493477.6083644, 6670931.89514585 25493476.3680285, 6670931.41095276 25493473.8839795)), ((6670918.04934355 25493476.7201053, 6670903.66271628 25493479.7738004, 6670904.21310423 25493482.7952235, 6670918.70248243 25493479.581626, 6670918.04934355 25493476.7201053)))"
liikennemerkkipilotti_pysakointipaikat.2901,2901,"19722, 19716","372, 856a","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus","no_text, 60 min 8-17 (9-15)",,,,,,89.32,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672005.578439 25493732.229929, 6672005.61435069 25493731.7914481, 6672005.68886872 25493731.357856, 6672005.80141005 25493730.9325448, 6672005.95109419 25493730.5188423, 6672006.13675002 25493730.1199852, 6672006.356925 25493729.739094, 6672006.790006 25493729.002223, 6672006.981422 25493728.40496, 6672006.5108629 25493725.7390063, 6672006.00838913 25493722.8922399, 6672005.64478595 25493720.8322452, 6672004.31810348 25493713.3159223, 6672001.02495736 25493694.6585949, 6672000.09792686 25493689.4065013, 6671998.10249179 25493689.7586953, 6672005.578439 25493732.229929)), ((6671999.26939067 25493684.7124275, 6671998.01594015 25493677.6110005, 6671996.00960803 25493677.8689169, 6671997.27898382 25493685.0803049, 6671999.26939067 25493684.7124275)), ((6671997.00205126 25493671.8668105, 6671990.339709 25493634.121294, 6671988.370178 25493634.468929, 6671994.99727997 25493672.1178301, 6671997.00205126 25493671.8668105)))"
liikennemerkkipilotti_pysakointipaikat.3053,3053,"6461, 6477, 6463","372, 856a, Unclassified","Pysäköinti kielletty, Pysäköintikiekon käyttövelvollisuus, Luokittelematon","no_text, 4 h 8-20, no_text",,,,N,,61.92,,,,Helsinki/MAKA,2018-11-20,"MULTIPOLYGON (((6672802.445316 25492170.529677, 6672805.954891 25492168.105424, 6672810.065326 25492165.1268, 6672813.310342 25492162.421232, 6672816.813425 25492159.158881, 6672821.217143 25492154.278431, 6672825.265108 25492149.446052, 6672823.62054149 25492147.8834054, 6672817.92627224 25492154.9871472, 6672811.44269833 25492161.0760688, 6672801.18173789 25492168.5180841, 6672802.445316 25492170.529677)), ((6672828.24045044 25492145.4275003, 6672831.10046 25492141.529258, 6672833.362833 25492137.78832, 6672835.539541 25492133.602285, 6672837.177214 25492130.199392, 6672839.765229 25492123.591778, 6672842.531994 25492116.858481, 6672840.59059145 25492115.972946, 6672833.82512303 25492131.4207656, 6672826.49586557 25492143.7677454, 6672828.24045044 25492145.4275003)))"
